Palabra, Ocurrencias
gulp,0
deriv,0
cornered,0
corn,0
core,1
coffinlid,0
sack,0
divideth,0
acceptation,0
suppose,14
gobbo,0
enrobe,0
brawl,0
credence,0
joke,4
passionate,0
coquetry,0
sensitiveness,0
clear,18
copious,0
xxiii,0
darkly,0
cophetua,0
sodaine,0
curles,0
erence,0
decipher,0
cooperation,0
native,0
wrap,0
cooperate,0
type,1
cooly,0
wily,0
repudiate,0
brass,0
healing,0
intrude,0
rumour,0
distempered,0
alert,0
fifteenth,0
yea,0
instill,0
conwey,0
practically,1
fearless,0
deerest,0
sowerberry,0
polluted,0
ordinance,0
conwenient,0
convulsionist,0
convulsion,0
conveyance,0
decree,0
mix,1
convey,3
convertible,0
conventionally,0
conveniently,0
seuerall,0
clowd,0
monster,1
conveniency,0
conueyance,0
wrinkle,2
controuersie,0
conuerte,0
genelman,0
misapply,0
conuenience,0
bee,0
controversy,0
dyes,0
boss,0
correction,0
nance,0
control,1
smoky,1
contrive,0
miseries,0
meet,13
unsteady,0
sat,1
mischeefe,0
conversation,3
contrition,0
unanimously,1
marine,1
perfectly,7
contrary,1
contradiction,1
equipment,3
difference,0
penalty,0
continuity,0
folding,1
continue,2
reuengefull,0
loquacious,0
coppice,0
cursy,0
burglarious,0
whitefriar,0
continually,0
bearded,0
experimental,0
compunction,0
honourable,0
minority,0
propheticke,0
expell,0
clutched,0
continental,0
continent,0
tribute,0
contention,0
contented,1
entered,0
content,4
edmonton,0
conservative,0
reader,1
contemptuously,0
apparently,1
contemplate,0
opposition,0
mariner,0
deuce,1
eccentric,0
congress,0
contain,4
consumption,0
inviolate,0
justice,1
mole,0
relapse,0
consulting,0
contents,1
stalk,0
ranck,0
bishop,1
consultation,0
terrestrial,1
decide,1
reiterate,0
natur,0
construction,0
dreary,2
overpowered,0
wacancy,0
crowding,0
construct,0
incertitude,0
constantly,1
146,2
importun,0
convivial,0
5093,0
axis,0
conspicuous,1
staye,0
consort,0
hoop,1
consonancy,0
designation,0
watch,4
sighted,0
reckoning,0
bond,0
explain,1
heroine,0
impressible,0
consolation,1
consisteth,0
recover,1
peach,0
consignment,0
stable,1
politeness,0
do,23
brawny,0
consign,0
label,0
considering,1
ther,0
considerably,0
untasted,0
ticketed,0
esquire,0
consequently,1
disable,0
consequent,0
digger,0
ankle,2
govern,1
sneak,0
profitable,0
dubiously,0
fidelity,0
overwork,0
maruell,0
deserve,1
consecrated,0
insensibly,0
compare,0
fineness,0
differently,0
conscious,4
obeisance,0
breeche,1
volt,0
damnable,0
chagrin,0
49,1
disgraceful,0
conqueror,0
connected,0
fondling,0
carol,9
fault,0
mean,21
nephew,35
conjoin,0
equally,0
coniunctiue,0
ho,4
moone,0
teacupful,0
rarity,0
oratorical,0
conioyn,0
giddy,1
socket,0
pillage,1
mee,0
coniecture,0
resistance,1
dansker,0
cept,0
weapon,1
desolation,1
shiny,0
charcoal,1
kindly,2
imp,0
dimmer,0
arrest,0
execute,0
price,1
bosome,0
vtterance,0
ile,0
cuffes,0
confus,0
smoking,1
attent,0
postboy,1
centre,2
married,1
stupidly,0
flint,1
corkscrew,0
confronted,0
chafing,0
confront,1
deport,0
amisse,0
conflict,1
precocious,0
whiteness,0
conflagration,0
defied,0
disdaining,1
confiscate,0
moode,0
confirmatory,0
admission,0
piercer,0
locked,0
confirmable,0
eel,0
encourage,1
confirm,1
confine,0
unstateable,0
distresse,0
count,9
confin,0
confidentially,0
confident,0
mastership,0
confidence,1
ake,0
confide,0
daren,0
match,2
dire,0
confessor,0
paleness,0
confession,0
central,0
confess,2
lift,1
cadaverous,0
businesse,0
usance,0
meagre,2
whimpering,0
conferring,0
chin,6
fruitfull,0
superiority,0
file,6
hor,0
confederate,0
hammering,0
condition,2
noontide,0
condescension,1
condescendingly,0
condescend,0
joined,0
deceased,1
inward,0
condemn,2
remember,12
dominion,1
concurrence,0
dragoon,0
certaine,0
interrupted,0
concord,0
period,2
exemplary,0
concoct,0
apron,1
factious,1
cried,0
immovable,1
conclusion,0
imagine,0
tramping,0
becke,0
women,0
tythe,0
arras,0
36,1
conciliatory,0
voracious,0
deliver,0
combination,0
rebeck,0
famous,0
exquisitely,0
concerning,0
cow,1
concern,2
brocade,0
wormy,0
conception,0
dirge,1
vienna,0
maker,0
playmate,0
concept,2
contradictory,0
intervening,0
08,0
orison,0
palest,0
concentrated,0
facetiousness,0
prudent,0
obscure,2
concentrate,0
prescribe,0
distasteful,0
commonly,0
inconsistency,0
mossy,2
conceit,0
concealment,0
reappearance,1
conceald,0
supreme,0
comutuall,0
comrade,0
recklessness,0
computerized,0
landlesse,0
computation,0
compulsion,1
faulconer,0
gi,0
undergo,4
languid,0
compulsatiue,0
compromise,0
compilation,1
grateful,2
compression,0
newby,1
sailing,1
excessive,0
comprehended,0
compound,2
renowned,0
disgust,1
geese,2
assorted,0
delightful,2
composure,0
disrespectfully,0
composition,0
accordance,2
bowel,2
iv,0
denmark,0
acknowledge,0
handmaid,0
mer,0
underneath,1
composed,0
vapour,1
accurate,0
owe,1
ribbon,2
compos,0
waye,0
expound,0
someuer,0
careful,0
tis,0
spoken,0
poyson,0
comply,9
blanke,0
suck,1
sonne,0
immortal,2
allegeance,0
deserue,0
complimentary,0
complied,0
drowsy,0
ennactor,0
complicate,0
propose,1
artist,0
greeue,0
blare,0
saintly,0
completeness,0
condensed,1
awards,0
forlornness,0
determination,0
auoyd,0
vpshot,0
methodically,0
complacently,0
complacent,0
dil,0
135,1
complacency,0
altogether,1
ambassador,0
edition,8
iemme,0
impress,0
musicians,0
fail,1
threaten,0
reasonably,0
napkin,0
30,2
crimefull,0
appeare,0
stipend,0
coughing,0
devilishly,0
ruthlessly,1
excitable,0
amble,0
competitor,0
envy,1
pelt,2
due,1
descry,0
competent,1
tact,0
afternoone,0
compatriot,0
thoughtless,0
compasse,0
hesitate,0
dun,0
dense,2
bound,1
comparatively,0
taunts,0
companion,2
dog,6
agnes,0
pardon,1
cutting,0
declaration,0
burglarie,0
compactness,1
disrespect,0
communicated,0
communicate,1
listening,2
commotion,0
commonwealth,0
choke,4
erect,1
lucifer,0
afternoon,10
commons,0
assault,0
greediness,0
phaeton,0
companionship,0
dodger,0
common,3
ix,0
club,0
husbands,0
disclose,2
commit,2
convert,1
commission,0
ooman,0
courtyard,0
grape,1
twisted,1
commiseration,0
attempt,0
lee,0
commercially,0
improvement,1
intercede,1
undisturbe,0
new,15
chorus,1
tormentor,0
ago,5
revive,0
peculiar,1
cut,6
abstract,0
voice,27
mechanical,0
amuse,0
commence,0
behindhand,1
forest,0
throughly,0
spy,0
enchant,0
merrie,0
sonnet,0
comme,0
award,0
dreamlike,0
hanger,0
commandment,0
readable,2
command,1
credulity,2
beauer,0
martin,0
diana,0
coming,2
tea,3
depository,0
comin,0
comicall,0
comforting,0
disconcert,0
starveth,0
borrow,0
hatband,0
comfortably,0
comfort,4
fruitful,0
atones,0
comer,0
retaken,0
advantage,0
comely,2
potpan,0
dupe,0
comedie,0
hovers,0
entrance,0
combate,0
combat,0
ning,0
columbine,0
doue,0
versal,0
disobey,0
colt,0
colour,6
unpopular,0
disinterestedly,0
artificially,0
vibration,1
distinguish,1
messe,0
draft,0
provoke,1
peremptorily,0
encounter,0
dominate,0
wheeze,1
college,0
collection,5
audacious,0
earring,0
gutenberg,95
trouser,0
collectedly,0
tomb,0
deformitie,0
quintessence,0
legged,0
colleague,0
nozzle,0
wrestling,0
contagious,1
coldness,0
emphatic,0
spilt,0
enanmour,0
operation,1
spark,1
coldest,1
undaunted,0
coincidence,0
contraction,0
10,2
overflow,0
ruddy,6
coiling,0
coherently,0
sluggish,0
dutch,2
marshal,0
monk,0
speedie,0
plunderer,0
enchanter,0
chaff,0
semi,0
alarmingly,0
doubled,0
vowes,0
cognac,0
elude,0
cogitation,0
coffee,1
near,10
composite,0
code,1
engaged,0
glimmer,0
discreditable,0
desirest,0
expr,0
crashing,0
cocked,0
cocke,0
queer,0
coughed,0
gravy,2
cockatrice,0
cockade,0
brink,0
dutiful,0
deface,0
cock,2
certaid,0
cream,0
relent,2
cobwebs,0
coat,3
coast,0
ewe,0
spectral,2
munificent,0
coarsest,0
dosen,0
jewess,0
deceas,0
coagulate,0
dawkin,0
amazingly,0
co,0
brim,0
comically,0
cmu,0
literature,0
distinctness,1
soften,3
pois,0
religiously,0
cly,0
demesne,0
adjustment,1
clusters,0
cluster,3
land,2
charybdis,0
exposure,0
entries,0
tel,0
resident,0
hoarsely,0
maniacal,0
clowne,0
despairing,0
doomesday,0
greene,0
devotee,0
clout,0
cloudy,0
cloud,3
reway,0
direction,2
lady,2
clothing,0
capable,1
existence,0
giles,0
clothe,6
divinest,0
beseeming,0
disorder,1
closeted,0
commune,0
dipt,0
closeness,0
closely,2
offhand,0
majority,0
consummation,0
64,2
clog,0
sling,0
pat,1
cloath,0
listener,1
clink,0
vnlesse,0
angelical,0
cling,1
celebration,0
clime,0
undress,1
splutter,0
engraine,0
climbing,0
sloth,0
arragon,0
modell,0
precaution,0
dull,8
boundless,0
invulnerable,0
discomfit,0
aspire,0
greatcoat,2
shameful,0
climb,0
coz,0
boye,0
inferior,0
commonest,0
climate,2
hower,0
client,0
indecision,0
crooked,0
token,0
congeal,1
click,2
hoby,0
queene,0
dow,0
chattering,1
cliche,0
evermore,1
clever,0
termination,0
abound,0
fisher,0
instructed,0
curl,1
exultation,0
clerks,0
stamp,2
frown,2
bitterest,0
insecure,0
clerkenwell,0
hyperions,0
indite,0
contingency,0
clenched,0
stipendiary,0
admonish,0
comerce,0
confidingly,0
blight,0
dainty,1
undiscovered,0
dispel,2
clearly,6
anatomise,0
cottage,0
modest,1
od,0
clearance,0
pad,0
pepper,0
waylay,0
claypole,0
clay,0
clause,0
sequestration,0
foggier,1
thumbe,0
rouleau,0
claudio,0
unnoticed,0
credit,1
helpful,0
soon,7
clasps,0
clasped,2
keep,21
claret,0
lark,0
clamour,0
clamorous,0
chapless,0
quash,0
deliverance,0
bloodthirsty,1
civility,0
incessantly,0
encountre,0
penance,1
nightfall,0
baron,0
claptrap,0
duke,0
coldly,0
bespeak,0
circumstantially,0
obedience,2
drive,4
circumspect,0
circumference,0
circuitously,0
meerely,0
circuitous,0
soale,0
damne,0
minx,0
shedding,0
circuit,0
circle,1
cinderous,0
loyal,0
felicitie,0
aduise,0
quillet,0
evening,6
chus,0
finance,0
avert,0
churl,0
poison,0
de,2
vnnaturall,0
texture,1
church84,1
goodnight,0
involuntarily,1
trespass,0
chisel,0
intill,0
inconvenience,0
chubby,0
unbuttoned,0
famine,0
fearful,1
duller,0
christmas,97
compell,0
extreme,1
advocate,0
expence,0
comparative,0
christian,3
escutcheon,0
expressive,0
gallop,0
choyce,0
bountie,0
chorusse,0
bace,0
vaulty,0
lummy,0
banker,1
ejaculation,0
discernible,0
stool,6
attendance,0
abject,1
baba,2
custom,1
aromatic,1
stirreth,0
injury,0
undismayed,0
conspire,0
counting,0
abstraction,0
add,5
afflict,0
long,34
awry,0
throwne,0
ruler,2
clambre,0
motion,2
enemie,0
dank,0
stilton,0
clap,4
undisturbed,2
brigand,1
awoke,0
liberality,2
awhile,0
tired,0
ditch,0
gallantly,1
advantageous,0
duplicate,0
aweary,0
electronically,2
anger,0
bread,0
duck,0
730,0
devoutly,0
colder,1
avow,0
evidence,1
stroke,3
norwey,0
christma,1
avenge,0
kinde,0
descried,0
waste,3
avaricious,0
assiduity,0
untenanted,0
convoy,0
disturbed,0
oppresse,0
coated,0
teaching,0
movement,0
peep,2
smartly,0
impart,0
distance,4
pittious,0
punch,2
clusive,0
aboue,0
gory,0
pastime,0
fagot,0
shaving,2
dreaming,0
energetically,0
enurn,0
emergence,0
doubtfully,1
defence,0
aunt,1
doubtless,1
domini,0
forger,0
gudgeon,0
diplomacy,0
repugnance,0
crag,0
mayor,2
unaccountably,0
annoint,0
edward,0
conceivable,0
cal,0
chuck,0
rickety,0
making,0
strond,0
basket,3
periodically,0
auburn,0
attractiue,0
profit,5
chance,7
aristocrat,0
capitol,0
paralyse,0
commanded,0
handful,1
stoutly,0
despite,1
wery,0
disconsolately,0
inveteracy,0
captivate,0
lender,0
pagenum,1
depredator,0
actor,0
deer,0
briton,0
comes,0
goes,0
aye,0
adviser,0
everyone,0
crystal,0
foal,0
collapse,1
book,7
sydney,0
attainable,0
caring,1
sententious,0
growl,4
antique,1
cove,0
poetical,0
attack,0
deportment,0
daye,0
atop,0
princess,1
loadstone,0
compassion,0
formidable,0
soot,0
athwart,0
clearing,0
wrestle,1
astray,0
astonishment,3
bandy,0
asterisk,0
arriue,0
brandish,0
unsatisfie,0
pronoun,0
dissociate,0
authoritative,0
chicken,0
poniards,0
unstain,0
carrier,1
128,1
ran,0
assortment,0
emphasis,0
deformation,0
scuttle,1
disea,0
corporeal,0
ruthless,0
merely,0
prank,0
pernicious,0
brightly,0
elevated,0
dawning,0
impatient,0
assistance,1
email,3
never,39
madness,0
glared,1
familiarity,0
neighbouring,2
regulations,0
choking,0
hastie,0
dreamt,0
assiduously,0
setled,0
experienc,0
dry,3
baseness,0
staggered,0
requirement,4
lotte,0
becoming,0
goodness,1
confinement,0
importance,2
fascination,0
cleaue,0
capricious,0
began,0
clean,0
indenture,0
intelligibly,0
got,7
claudius,0
gyant,0
62,1
dissatisfaction,0
costume,0
haymaker,0
viand,0
bankrupt,0
overstay,0
assassination,0
assailed,0
unpropitious,0
intermission,0
facetious,2
ass,2
ene,0
809,1
class,0
conscience,0
disquiet,0
endymion,0
complexion,0
foam,0
asleepe,0
dimly,1
birmingham,0
animated,0
dockhead,0
daniel,0
anna,0
hew,0
nosed,0
chary,0
obey,0
unshaken,0
detriment,0
cartridge,0
information,8
come,98
convulse,0
ask,27
apartment,0
nick,1
ashy,0
stomach,2
minded,0
ay,0
helen,0
flock,1
babel,0
chor,0
63,1
echoing,0
plentifully,0
audible,0
wrapt,0
feede,0
redeemed,0
excel,0
conueniently,0
al,0
crying,1
plunges,0
agoe,0
adequately,0
chop,0
boot,3
brine,0
refection,0
80,2
confiscation,0
attitude,5
hee,0
quack,0
ascertain,0
https,0
circumlocution,0
ascended,0
kenned,1
apprenticeship,0
susan,0
fruit,3
artificial,1
doggedly,0
boxe,0
clerk,17
accustom,0
grandsire,0
organ,1
mash,2
arrive,1
1515,0
bister,0
glass,3
array,2
imaginary,0
unbeliever,0
incensed,0
shrunken,0
arraign,0
give,39
alienate,0
edge,1
fantasticoe,0
crowes,0
lawfully,0
windlesse,0
bladder,0
conjur,0
boulogne,0
nice,1
ado,0
puft,0
annual,0
boisterous,3
inuestment,0
armed,0
without,28
assertion,0
aha,0
claw,2
dealing,1
crouch,0
birthplace,0
adverbiously,0
breach,3
admiration,3
undertake,0
beetle,0
sneered,0
aristocratic,0
paused,0
action,2
barnet,0
atrociously,0
infidel,0
wheele,0
conceiue,0
accident,0
argument,0
energy,1
assuring,0
deliuer,0
gridiron,0
philosopher,0
assuredly,0
froth,0
dozing,0
exhausting,0
archive,13
amb,0
convict,0
1990,0
artfull,0
length,7
glove,1
architecture,0
boarding,1
arbitrate,0
verge,0
awe,0
case,5
coin,0
84,1
arabian,0
economy,0
armorial,0
neutral,0
afraid,7
wrongfully,0
angrily,0
brother,10
ineffectually,0
sunrise,0
approue,0
unlooked,0
discursive,0
exponent,0
color,3
113,1
ineffable,0
apprise,0
whisp,0
baggage,0
gamble,0
turne,0
memorial,0
apprehended,0
cod,0
cinderella,0
appreciative,0
splendid,2
comprise,0
along,9
feele,0
commencement,0
bagpipe,0
adversary,1
fantasy,0
basenesse,0
consciousness,2
397,1
appoint,0
keepsake,1
applie,0
hotbraine,0
stipulate,0
rã,0
lime,0
shrugs,0
pg,152
coniure,0
barbars,0
clergyman,1
doubly,0
neatly,0
appliance,0
discover,3
sepulchre,1
derivative,3
deed,3
reproachfully,0
cracksman,0
applause,0
etext,0
ante,0
hesitation,0
murther,0
coap,0
83,1
continuously,0
iaw,0
unclosed,0
unbated,0
lucie,0
cool,0
italy,0
boastfully,0
downward,2
encase,0
atomie,0
loathing,0
overbearing,0
grave,6
ambuscade,0
vnfold,0
refractory,0
appellation,0
stuffe,0
concerned,0
cetera,0
early,3
caution,0
apparent,0
corse,0
arrival,1
hecat,0
illustration,5
explanatory,0
joyful,1
answer,19
entire,0
center,14
creature,8
capriciously,0
embellishment,0
argue,0
ruffled,0
arrow,0
meteor,0
appal,1
cancell,0
brew,1
apoth,0
trance,0
relinquish,0
apostrophise,0
circumstance,0
note,2
enlighten,0
underprize,0
brainish,0
culinary,0
offend,1
reuennew,0
porkman,0
tergiversation,0
apoplectic,1
disappointment,0
99,1
traitorously,0
choose,7
execution,0
stauncher,0
fetched,1
anonymous,1
consider,2
bridge,1
epitaph,0
apology,0
chastity,0
assassinate,0
leniency,0
erebus,0
hitherto,0
ape,0
displacement,0
wantonnesse,0
laundress,4
dolorous,0
bitterer,1
indiuidible,0
apale,0
depravity,0
lucianus,0
crack,3
unable,1
orewhelm,0
stack,0
begone,0
handwriting,0
lavender,0
baker,7
generality,0
beene,0
anyone,5
anyhow,0
desperation,0
curator,0
piercing,1
anxiously,1
combin,0
barrel,1
calculate,2
antoine,0
falter,3
clasp,4
antipode,0
contemplating,0
colaterall,0
wharf,0
require,4
blithe,3
astir,0
banishment,0
calculation,0
prostrate,1
cross,5
playfulness,0
anthony,0
even,20
accur,0
aulnais,0
mortar,0
snarl,0
obseruer,0
anteroom,0
bankrout,0
aquirement,0
shame,2
defectiue,0
shocked,0
achiev,0
anselmo,0
place,25
demeanor,0
moor,2
antecedent,0
descent,0
chimneys,0
coercion,0
continuous,0
available,2
explanation,5
affliction,0
packet,0
console,0
barke,0
trimming,0
guileless,0
anoint,0
buckle,0
bespeake,0
expresse,0
ale,0
captivity,0
buck,1
annuity,0
remorse,1
ala,0
luscious,1
embankment,0
attendant,0
disjoint,1
assur,0
smear,1
kingdome,0
struggle,6
anatomy,0
except,5
announce,1
fatigue,0
95,1
dircompg,0
paviour,0
paddocke,0
blessings,0
bookseller,0
animal,5
text,13
beguiling,0
opportunely,0
angle,0
5em,4
speaking,0
assert,0
abandon,0
glance,8
videlicet,0
untaste,0
successfully,0
sidenote,1
awakening,0
churchyard,2
endless,0
enjoyable,0
anew,0
elucidative,0
affaire,0
reproachful,0
ancestor,1
encode,1
duet,0
dessert,1
conuersation,0
2007,1
starling,0
prohibition,1
constancy,0
betsy,0
digge,0
lawe,0
tubal,0
109,1
appealing,0
amusement,0
drowsiness,1
invariably,0
reasoning,0
entreatie,0
amity,0
committees,0
unquiet,0
feint,1
separation,0
advisedly,0
counterweight,0
reflex,0
oppression,0
amid,0
instantaneous,1
accumulate,0
sorely,0
precept,1
ta,0
cower,0
disclaimer,4
chill,1
coinage,0
beseech,1
bene,0
conceited,0
completely,0
amendment,0
preach,0
cerments,0
degenerate,0
structure,0
amend,2
elflock,0
attenuate,0
dismount,1
chestnut,1
crowd,2
bristled,0
ambitious,0
seat,2
cannibal,0
illegitimate,0
inwented,0
cultivate,2
ambition,0
discovering,0
brightening,0
diuel,0
rusty,2
honoured,1
brazi,1
cheque,0
ambiguous,0
crib,0
centerbox,1
annoying,0
applicable,3
obscur,0
barbary,0
bode,0
eater,0
perpend,0
breaking,0
76,1
mob,0
attorney,0
cheer,2
evil,2
petrarch,0
amazement,0
accuse,0
writer,0
beholder,0
praying,0
amazed,1
centinels,0
always,18
han,0
strikingly,0
altitude,0
posterity,0
wherever,1
surfeit,0
assignation,0
appalling,1
detect,0
unlocking,0
comma,0
afoot,0
disintereste,1
assay,0
omne,0
exil,0
congratulatory,0
alternation,0
dignitary,0
plunder,3
alternately,0
poultry,2
destroy,2
recognisant,0
connect,4
besought,1
honor,0
impudence,0
altered,0
bend,1
bethnal,0
altar,1
suggestion,0
atrocious,0
potent,0
pasty,0
aloof,0
desk,4
avoid,1
separately,0
aduancement,0
breakfast,0
appertain,0
fairest,0
atmospheric,0
adiew,0
cavern,1
rhinocero,1
halo,0
trapping,0
auto,7
party,10
1971,0
uncontradicted,0
emaciate,0
constrain,0
superciliously,0
almshouse,1
blurre,0
manifold,0
heauy,0
lovingly,0
hurry,4
offer,3
almond,1
steering,0
conduct,9
demand,4
domain,8
thinke,0
distraught,0
abide,1
smoothly,0
diuell,0
accusatory,1
outragious,0
locks,0
enhance,0
stopped,0
massive,0
bloodless,0
checking,0
lol,0
apprentice,4
variable,0
aright,0
ruts,0
prosperity,0
colourless,0
42,1
shine,4
dread,6
bide,1
leap,3
manent,0
blackhearte,0
chum,0
encouraging,0
exertion,0
inclose,0
allusion,0
12em,0
hob,3
countenance,1
manual,0
inch,2
eke,1
buttered,0
franciscan,0
jailer,0
ergo,0
prevalent,0
drie,0
cellar,4
allot,0
constitution,0
alligator,0
floud,0
rigorous,0
enshrine,0
derivable,0
alliance,0
celestiall,0
intercessor,0
recourse,0
askance,0
ambassadours,0
cadence,0
82,1
appear,20
faithfully,0
messrs,0
temperate,0
calais,0
mamma,0
gile,0
gleaming,2
postpone,0
chemist,0
sometimes,7
coile,0
bind,8
bedlam,1
bitter,1
lace,4
alive,5
tear,8
avocations,0
anchor,0
scale,4
atonement,0
defenceless,1
forensically,0
dial,0
sustain,0
flush,3
smile,8
laugh,36
hearth,3
twos,0
chickweed,0
debt,1
bullying,0
converse,1
penury,0
accede,0
hopping,0
alight,0
faithful,1
dwindle,0
borrower,0
lawn,0
scope,0
asylum,0
another,35
anniversary,0
assent,0
well,44
dimension,0
parental,0
attend,1
jest,1
countervail,0
overshadow,0
maiming,0
alien,0
shifting,0
cupola,1
engagement,0
bask,1
ali,2
gander,0
neyther,0
wainscot,0
replacement,5
pant,1
orange,3
buzze,0
badge,0
dismantle,0
unexampled,0
everywhere,1
portico,0
crowne,0
albeit,0
ear,7
domination,0
ware,1
horribly,0
commended,0
cause,6
value,4
incidental,1
doit,0
go,85
attributable,0
1993,0
delegate,0
anciently,0
arrear,0
shone,2
1996,0
clang,0
leastway,0
alacke,0
extensive,1
unrobed,0
despatch,1
apiece,0
exhibit,0
screen,2
euery,0
41,1
arterward,0
affairs,1
earnestness,2
misterm,0
review,0
gaining,0
adamant,1
blesse,0
engender,0
bourne,0
buffet,0
beforehand,1
tooth,2
absolutely,0
bravo,0
sail,0
pilfer,0
astonish,2
tyrannically,0
restoration,0
forget,10
absence,0
goad,0
fairy,0
bustle,1
cringe,0
paule,0
strike,11
dress,15
abscond,0
ample,1
abut,0
entreatin,0
hextricate,0
annoyed,0
lantern,0
sterne,0
forswear,0
languor,0
bus,0
thenceforth,0
boxes,0
sleeve,2
renew,0
advert,0
retreat,0
displeas,0
eve16,1
abridg,0
booke,0
bench,0
bracelet,0
argumentative,0
esteemed,0
beetling,1
devious,0
acclamation,0
prelude,0
abreast,0
remoter,0
mighty,3
wren,0
avail,0
despair,0
seiz,0
hercules,0
obiect,0
snooks,0
enseame,0
explosive,0
abode,1
rebellious,0
abnegate,0
abbaye,0
chace,0
botheration,0
recognition,1
bunghole,0
patricke,0
woolly,0
dye,0
inspire,0
abhorrence,0
murderous,0
abundant,0
net,2
147,1
lame,1
anathematise,0
counter,3
chilly,1
pain,1
bye,4
gallowe,0
53,1
ambass,0
total,2
fag,0
conclude,0
tuition,0
blab,0
1792,0
crowner,0
earthly,0
apprehend,0
meditation,1
brook,0
default,0
cherubin,0
balustrade,0
deserving,0
advanc,0
attentive,0
blacker,1
damn,0
alike,1
spider,0
bitterness,0
bar,3
raze,0
annihilation,0
amis,0
belshazzar,1
94,1
brandy,1
goddess,0
argus,0
mercurie,0
imputation,0
ash,0
howsoever,0
seneschal,0
quarter,10
0em,0
burne,0
belov,0
fret,0
willing,0
veil,1
92,2
collecting,0
cupid,0
keepers,0
91,1
grenadi,0
dialogue,1
acquiesced,0
shave,0
anno,0
know,99
billet,0
mannered,0
assis,0
assemblage,0
excus,0
assented,0
8859,1
woodcock,0
fleet,0
chiefly,0
alcove,0
challice,0
folke,0
shelf,1
addition,2
doctrine,0
anything,19
dock,0
acquainting,0
blather,0
leade,0
kindle,0
expend,2
bump,1
broke,0
precise,0
endowment,0
encamped,0
dash,4
applicant,0
bi,0
almighty,0
inflame,0
cessation,0
beaver,0
blink,0
79,1
erperch,0
neckerchief,0
designate,0
neuer,0
ardent,0
changed,0
amorous,0
bald,0
allay,0
davidr,0
tradesman,0
anchorage,0
77,1
outrage,1
dateless,0
quil,0
ashame,0
cork,1
begged,0
amber,0
minutely,0
mile,0
6em,0
respectable,0
accessible,1
escalus,0
blade,0
feathery,0
123,1
inconvenient,0
camelion,0
fickleness,0
opium,0
repast,0
adam,0
parchment,0
affirm,0
yawn,1
dictment,0
organize,1
closet,4
hands,1
entry,1
authority,1
reverie,0
afterward,0
expiation,0
73,1
wholsome,0
72600,0
bottle,2
harsh,1
speaker,4
lip,3
diff,0
bridal,0
heareth,0
68,1
enuious,0
dreams,0
61,1
bargain,2
ferocious,2
judiciously,0
englishwoman,0
surgeon,0
durst,0
undo,1
howsome,0
doze,1
nobility,0
counsel,0
abe,1
aggerawayter,0
chaise,1
burglary,0
doomed,0
bodykin,0
archway,1
cum,0
rayther,0
596,1
systematic,0
75,1
carthage,0
bapt,0
compact,0
overstep,0
assumption,0
shrive,0
relate,1
friday,1
imperceptibly,1
heate,0
knowing,1
observing,0
wonderfully,1
deceiu,0
spectator,0
brittles,0
smcap,1
57,1
resign,0
affright,0
interduce,0
discharge,0
55,1
emissaries,0
cease,5
jet,1
impulse,1
brushing,0
owle,0
buryin,0
proceed,0
false,2
crosse,0
straggler,0
animate,0
prating,0
disorderly,0
beastly,0
addict,0
sweep,3
justified,1
52,1
122,1
acause,0
serf,0
hundred,6
maliciously,0
jacque,0
studiously,0
cake50,1
caustic,3
dispute,0
disappear,0
demonstration,0
affably,0
habitual,0
alleviate,0
vehicle,0
faith,1
equanimity,0
benevolent,0
brands,0
euerlaste,0
squeak,1
disparage,0
tighten,0
mother,11
detestable,0
expectantly,0
stubbornnesse,0
prewaricate,0
childe,0
tour,0
bake,1
skyish,0
cupidity,0
quarrell,0
favourite,0
broaker,0
compliance,5
objection,0
barely,1
deede,0
among,16
anticke,0
royall,0
fabric,0
throate,0
friendless,0
uniformity,0
busily,0
bootless,0
envenom,0
haste,3
cleopatra,0
iii,0
50,2
national,0
84116,1
35,1
bristling,1
apostle,1
actual,1
belou,0
instrument,0
easterly,1
clash,4
ditcher,0
baffle,0
encrust,0
direct,1
ey,0
loving,0
enrage,0
argosy,0
disordered,0
enthroned,1
aggravation,0
population,2
74,1
accomplish,0
monotonously,0
curtain,16
overtaken,0
heed,1
incurable,0
rich,6
deathbe,0
3rd,0
quote,1
agonise,1
2021,0
filme,0
compliment,0
bricke,0
scantily,0
pinche,0
dizzy,0
past,22
cheere,0
exit,0
keyhole,3
band,0
worshipper,0
wind,9
jason,0
overwhelm,0
placid,0
almost,5
abate,0
conducive,1
sensible,2
majestic,0
peer,0
executor,1
1843,2
coachmaker,0
fellow,16
accept,4
painful,0
greg,0
covering,0
mask,0
25,1
frenzied,0
consternation,0
plush,0
acquit,0
trigger,1
ducate,0
1em,10
ought,2
author,2
inherit,0
04,0
said,0
compelling,0
arme,0
housemaid,1
venu,0
interested,0
sicke,0
dore,0
pedestrian,1
actually,0
advanced,3
historie,0
jail,0
mistere,0
old,83
70,1
remnant,0
malicious,0
spite,3
altercation,0
august,0
crush,1
81,1
hoa,0
belcher,0
alarme,0
preface,1
speculate,0
28,1
halfpenny,0
aco,0
120,2
pony,1
death,12
quiddit,0
attach,4
abed,0
ashe,0
elsewhere,1
principle,3
extinguished,0
cleaning,0
expedition,0
besprinkled,0
prepare,4
codger,0
agin,0
brooch,1
colours,0
messieurs,0
horseman,0
body,7
fa,0
cordial,0
whereabout,0
